1910  1  -0.3311   0.154
1910  2  -0.4021   0.147
1910  3  -0.4509   0.156
1910  4  -0.3931   0.152
1910  5  -0.4021   0.164
1910  6  -0.4204   0.154
1910  7  -0.3635   0.135
1910  8  -0.3764   0.132
1910  9  -0.3788   0.169
1910 10  -0.4666   0.171
1910 11  -0.5042   0.148
1910 12  -0.5582   0.134
1911  1  -0.5376   0.155
1911  2  -0.5542   0.139
1911  3  -0.6009   0.142
1911  4  -0.5134   0.125
1911  5  -0.4720   0.131
1911  6  -0.4669   0.154
1911  7  -0.4628   0.159
1911  8  -0.4474   0.169
1911  9  -0.3988   0.174
1911 10  -0.3522   0.169
1911 11  -0.2744   0.133
1911 12  -0.2448   0.166
1912  1  -0.3060   0.173
1912  2  -0.1604   0.174
1912  3  -0.3891   0.143
1912  4  -0.2792   0.145
1912  5  -0.2974   0.152
1912  6  -0.3083   0.144
1912  7  -0.3843   0.136
1912  8  -0.5074   0.141
1912  9  -0.5471   0.149
1912 10  -0.5704   0.129
1912 11  -0.4618   0.174
1912 12  -0.4235   0.170
1913  1  -0.4125   0.160
1913  2  -0.4296   0.129
1913  3  -0.4325   0.135
1913  4  -0.3744   0.143
1913  5  -0.4292   0.130
1913  6  -0.4033   0.165
1913  7  -0.3851   0.161
1913  8  -0.3654   0.143
1913  9  -0.3930   0.141
1913 10  -0.3540   0.140
1913 11  -0.1853   0.154
1913 12  -0.0971   0.161
1914  1   0.0410   0.131
1914  2  -0.1764   0.148
1914  3  -0.2035   0.133
1914  4  -0.3014   0.128
1914  5  -0.2234   0.127
1914  6  -0.2678   0.143
1914  7  -0.2907   0.151
1914  8  -0.2511   0.172
1914  9  -0.2150   0.130
1914 10  -0.1402   0.149
1914 11  -0.1672   0.133
1914 12  -0.1640   0.162
1915  1  -0.1881   0.166
1915  2  -0.0655   0.168
1915  3  -0.1583   0.129
1915  4  -0.0790   0.173
1915  5  -0.1376   0.131
1915  6  -0.1219   0.131
1915  7  -0.0848   0.126
1915  8  -0.0945   0.168
1915  9  -0.1514   0.127
1915 10  -0.2138   0.175
1915 11  -0.0447   0.126
1915 12  -0.0518   0.151
1916  1  -0.1989   0.145
1916  2  -0.2360   0.129
1916  3  -0.3235   0.158
1916  4  -0.2341   0.143
1916  5  -0.2664   0.137
1916  6  -0.3918   0.139
1916  7  -0.2795   0.174
1916  8  -0.3218   0.133
1916  9  -0.2988   0.161
1916 10  -0.2938   0.164
1916 11  -0.3651   0.175
1916 12  -0.5714   0.158
1917  1  -0.4282   0.145
1917  2  -0.4770   0.151
1917  3  -0.4600   0.147
1917  4  -0.3588   0.139
1917  5  -0.4946   0.129
1917  6  -0.3715   0.150
1917  7  -0.2060   0.141
1917  8  -0.2127   0.174
1917  9  -0.1447   0.172
1917 10  -0.3351   0.169
1917 11  -0.1757   0.142
1917 12  -0.5442   0.147
1918  1  -0.2401   0.168
1918  2  -0.2972   0.158
1918  3  -0.2124   0.170
1918  4  -0.3181   0.152
1918  5  -0.2876   0.171
1918  6  -0.2232   0.135
1918  7  -0.2394   0.137
1918  8  -0.2065   0.165
1918  9  -0.2055   0.174
1918 10  -0.1412   0.140
1918 11  -0.1524   0.162
1918 12  -0.4028   0.130
1919  1  -0.3067   0.161
1919  2  -0.1326   0.171
1919  3  -0.2857   0.175
1919  4  -0.1148   0.166
1919  5  -0.2613   0.172
1919  6  -0.2910   0.165
1919  7  -0.2826   0.149
1919  8  -0.2473   0.163
1919  9  -0.2084   0.153
1919 10  -0.2617   0.161
1919 11  -0.3918   0.148
1919 12  -0.3414   0.161
1920  1  -0.1641   0.160
1920  2  -0.2499   0.129
1920  3  -0.0865   0.149
1920  4  -0.2149   0.150
1920  5  -0.1898   0.159
1920  6  -0.2330   0.142
1920  7  -0.2095   0.132
1920  8  -0.2353   0.168
1920  9  -0.2515   0.152
1920 10  -0.2796   0.172
1920 11  -0.3197   0.150
1920 12  -0.4433   0.129
1921  1  -0.1007   0.147
1921  2  -0.1885   0.163
1921  3  -0.2324   0.170
1921  4  -0.1882   0.137
1921  5  -0.1396   0.128
1921  6  -0.1587   0.147
1921  7  -0.1257   0.149
1921  8  -0.2140   0.158
1921  9  -0.1796   0.156
1921 10  -0.1197   0.142
1921 11  -0.2566   0.152
1921 12  -0.1461   0.132
1922  1  -0.3402   0.175
1922  2  -0.3038   0.174
1922  3  -0.1297   0.146
1922  4  -0.1706   0.158
1922  5  -0.2752   0.167
1922  6  -0.3073   0.172
1922  7  -0.2941   0.141
1922  8  -0.2923   0.144
1922  9  -0.2787   0.128
1922 10  -0.2751   0.150
1922 11  -0.2265   0.126
1922 12  -0.2059   0.149
1923  1  -0.2310   0.137
1923  2  -0.3769   0.154
1923  3  -0.2743   0.147
1923  4  -0.3511   0.136
1923  5  -0.2645   0.157
1923  6  -0.2232   0.125
1923  7  -0.3170   0.164
1923  8  -0.2985   0.173
1923  9  -0.2776   0.147
1923 10  -0.1870   0.168
1923 11  -0.0176   0.133
1923 12  -0.0229   0.157
1924  1  -0.2439   0.151
1924  2  -0.1740   0.145
