1880.000000	-0.066200	0.141000
1880.083333	-0.202600	0.172000
1880.166667	-0.209400	0.172000
1880.250000	-0.106400	0.136000
1880.333333	-0.155100	0.157000
1880.416667	-0.200200	0.172000
1880.500000	-0.187100	0.170000
1880.583333	-0.106700	0.129000
1880.666667	-0.116200	0.173000
1880.750000	-0.188900	0.130000
1880.833333	-0.234900	0.152000
1880.916667	-0.077700	0.141000
1881.000000	-0.064900	0.167000
1881.083333	-0.077700	0.129000
1881.166667	-0.016100	0.155000
1881.250000	0.024600	0.173000
1881.333333	0.018800	0.137000
1881.416667	-0.125300	0.126000
1881.500000	-0.058700	0.138000
1881.583333	-0.048700	0.154000
1881.666667	-0.197600	0.168000
1881.750000	-0.266500	0.168000
1881.833333	-0.297200	0.148000
1881.916667	-0.094500	0.143000
1882.000000	0.016600	0.154000
1882.083333	-0.055900	0.133000
1882.166667	0.033000	0.154000
1882.250000	-0.162800	0.144000
1882.333333	-0.120000	0.170000
1882.416667	-0.218000	0.130000
1882.500000	-0.213200	0.136000
1882.583333	-0.122000	0.144000
1882.666667	-0.059000	0.127000
1882.750000	-0.191900	0.165000
1882.833333	-0.118400	0.150000
1882.916667	-0.206400	0.142000
1883.000000	-0.272300	0.146000
1883.083333	-0.299600	0.174000
1883.166667	-0.127800	0.133000
1883.250000	-0.212200	0.158000
1883.333333	-0.166800	0.151000
1883.416667	-0.017100	0.164000
1883.500000	-0.080300	0.160000
1883.583333	-0.099100	0.153000
1883.666667	-0.169900	0.174000
1883.750000	-0.201400	0.150000
1883.833333	-0.241400	0.162000
1883.916667	-0.111400	0.173000
1884.000000	-0.190100	0.130000
1884.083333	-0.193000	0.142000
1884.166667	-0.236900	0.135000
1884.250000	-0.237700	0.125000
1884.333333	-0.153600	0.146000
1884.416667	-0.200700	0.140000
1884.500000	-0.282000	0.152000
1884.583333	-0.260600	0.131000
1884.666667	-0.264400	0.128000
1884.750000	-0.215700	0.159000
1884.833333	-0.315300	0.150000
1884.916667	-0.199700	0.127000
1885.000000	-0.427000	0.150000
1885.083333	-0.317100	0.143000
1885.166667	-0.177700	0.133000
1885.250000	-0.253800	0.135000
1885.333333	-0.242900	0.167000
1885.416667	-0.324600	0.133000
1885.500000	-0.239700	0.127000
1885.583333	-0.218900	0.158000
1885.666667	-0.142900	0.126000
1885.750000	-0.095300	0.126000
1885.833333	-0.050200	0.167000
1885.916667	0.073000	0.163000
1886.000000	-0.146300	0.138000
1886.083333	-0.346500	0.155000
1886.166667	-0.257400	0.170000
1886.250000	-0.137000	0.156000
1886.333333	-0.119400	0.172000
1886.416667	-0.199300	0.174000
1886.500000	-0.117000	0.166000
1886.583333	-0.142000	0.127000
1886.666667	-0.145700	0.130000
1886.750000	-0.215800	0.142000
1886.833333	-0.249600	0.138000
1886.916667	-0.110400	0.174000
1887.000000	-0.409000	0.145000
1887.083333	-0.391000	0.157000
1887.166667	-0.195100	0.136000
1887.250000	-0.182900	0.156000
1887.333333	-0.188100	0.129000
1887.416667	-0.229300	0.157000
1887.500000	-0.222100	0.142000
1887.583333	-0.301500	0.169000
1887.666667	-0.234600	0.148000
1887.750000	-0.313200	0.154000
1887.833333	-0.194400	0.127000
1887.916667	-0.227700	0.165000
1888.000000	-0.462600	0.127000
1888.083333	-0.406100	0.147000
1888.166667	-0.285400	0.165000
1888.250000	-0.155600	0.136000
1888.333333	-0.200200	0.174000
1888.416667	-0.100900	0.142000
1888.500000	-0.134400	0.141000
1888.583333	-0.168700	0.171000
1888.666667	-0.095800	0.143000
1888.750000	-0.031800	0.144000
1888.833333	-0.055600	0.127000
1888.916667	0.038700	0.154000
1889.000000	-0.099500	0.166000
1889.083333	0.006800	0.167000
1889.166667	0.125800	0.129000
1889.250000	0.084900	0.133000
1889.333333	-0.005000	0.126000
1889.416667	-0.055400	0.130000
1889.500000	-0.143100	0.159000
1889.583333	-0.129100	0.173000
1889.666667	-0.181900	0.168000
1889.750000	-0.200700	0.126000
1889.833333	-0.288700	0.139000
1889.916667	-0.178600	0.169000
1890.000000	-0.309200	0.145000
1890.083333	-0.374600	0.148000
1890.166667	-0.297000	0.172000
1890.250000	-0.272300	0.150000
1890.333333	-0.368700	0.159000
1890.416667	-0.280500	0.143000
1890.500000	-0.259900	0.169000
1890.583333	-0.317800	0.132000
1890.666667	-0.297500	0.126000
1890.750000	-0.269600	0.164000
1890.833333	-0.361000	0.157000
1890.916667	-0.241700	0.153000
1891.000000	-0.354100	0.160000
1891.083333	-0.540500	0.149000
1891.166667	-0.253800	0.145000
1891.250000	-0.249500	0.174000
1891.333333	-0.174300	0.151000
1891.416667	-0.256800	0.148000
1891.500000	-0.221900	0.148000
1891.583333	-0.232800	0.170000
1891.666667	-0.146900	0.131000
1891.750000	-0.277300	0.131000
1891.833333	-0.393400	0.143000
1891.916667	-0.084200	0.137000
1892.000000	-0.301100	0.129000
1892.083333	-0.146300	0.135000
1892.166667	-0.266800	0.170000
1892.250000	-0.323000	0.133000
1892.333333	-0.293100	0.157000
1892.416667	-0.299400	0.148000
1892.500000	-0.363400	0.152000
1892.583333	-0.298200	0.131000
1892.666667	-0.172800	0.126000
1892.750000	-0.227800	0.146000
1892.833333	-0.435300	0.150000
1892.916667	-0.484400	0.139000
1893.000000	-0.725000	0.129000
1893.083333	-0.644400	0.152000
1893.166667	-0.247600	0.152000
1893.250000	-0.351900	0.125000
1893.333333	-0.371100	0.143000
1893.416667	-0.280800	0.144000
1893.500000	-0.198200	0.162000
1893.583333	-0.297200	0.167000
1893.666667	-0.260200	0.165000
1893.750000	-0.226600	0.156000
1893.833333	-0.179100	0.154000
1893.916667	-0.268400	0.138000
1894.000000	-0.436000	0.157000
1894.083333	-0.242800	0.151000
1894.166667	-0.249200	0.157000
1894.250000	-0.355600	0.145000
1894.333333	-0.352000	0.153000
1894.416667	-0.329700	0.131000
1894.500000	-0.274200	0.170000
1894.583333	-0.259400	0.157000
1894.666667	-0.254200	0.147000
1894.750000	-0.251100	0.147000
1894.833333	-0.354300	0.162000
1894.916667	-0.256600	0.170000
1895.000000	-0.465400	0.154000
1895.083333	-0.454300	0.135000
1895.166667	-0.291200	0.168000
1895.250000	-0.190800	0.163000
1895.333333	-0.244300	0.174000
1895.416667	-0.306900	0.155000
1895.500000	-0.242700	0.148000
1895.583333	-0.234000	0.159000
1895.666667	-0.121900	0.145000
1895.750000	-0.129700	0.165000
1895.833333	-0.159900	0.136000
1895.916667	-0.112400	0.155000
1896.000000	-0.135700	0.170000
1896.083333	-0.083000	0.164000
1896.166667	-0.210300	0.170000
1896.250000	-0.286000	0.175000
1896.333333	-0.097600	0.133000
1896.416667	-0.112100	0.153000
1896.500000	-0.083300	0.169000
1896.583333	-0.054700	0.148000
1896.666667	-0.053200	0.160000
1896.750000	0.003500	0.170000
1896.833333	-0.176400	0.127000
1896.916667	0.048100	0.159000
1897.000000	-0.182800	0.158000
1897.083333	-0.119300	0.163000
1897.166667	-0.223900	0.155000
1897.250000	-0.036200	0.130000
1897.333333	-0.086600	0.125000
1897.416667	-0.160000	0.146000
1897.500000	-0.073500	0.135000
1897.583333	-0.139600	0.141000
1897.666667	-0.028000	0.170000
1897.750000	-0.149600	0.145000
1897.833333	-0.258900	0.161000
1897.916667	-0.284100	0.162000
1898.000000	-0.063000	0.139000
1898.083333	-0.287300	0.151000
1898.166667	-0.649600	0.174000
1898.250000	-0.358800	0.171000
1898.333333	-0.296400	0.133000
1898.416667	-0.197900	0.155000
1898.500000	-0.264400	0.159000
1898.583333	-0.253900	0.164000
1898.666667	-0.236500	0.171000
1898.750000	-0.349100	0.157000
1898.833333	-0.288900	0.151000
1898.916667	-0.051800	0.152000
1899.000000	-0.111900	0.126000
1899.083333	-0.296200	0.144000
1899.166667	-0.285600	0.138000
1899.250000	-0.182600	0.137000
1899.333333	-0.182900	0.154000
1899.416667	-0.265600	0.145000
1899.500000	-0.200100	0.148000
1899.583333	-0.119200	0.138000
1899.666667	-0.054400	0.138000
1899.750000	-0.076100	0.145000
1899.833333	0.099900	0.137000
1899.916667	-0.229500	0.128000
1900.000000	-0.262900	0.163000
1900.083333	-0.130300	0.160000
1900.166667	-0.057600	0.152000
1900.250000	-0.131600	0.133000
1900.333333	-0.096400	0.127000
1900.416667	-0.094100	0.126000
1900.500000	-0.140800	0.142000
1900.583333	-0.108400	0.158000
1900.666667	-0.121500	0.172000
1900.750000	-0.039300	0.146000
1900.833333	-0.174100	0.171000
1900.916667	-0.012700	0.131000
1901.000000	-0.181800	0.140000
1901.083333	-0.079400	0.156000
1901.166667	-0.031200	0.165000
1901.250000	-0.068000	0.157000
1901.333333	-0.154100	0.141000
1901.416667	-0.145400	0.172000
1901.500000	-0.163500	0.139000
1901.583333	-0.182600	0.141000
1901.666667	-0.255300	0.155000
1901.750000	-0.320000	0.158000
1901.833333	-0.200700	0.141000
1901.916667	-0.263200	0.162000
1902.000000	-0.085600	0.151000
1902.083333	-0.052600	0.148000
1902.166667	-0.199000	0.164000
1902.250000	-0.288700	0.133000
1902.333333	-0.272300	0.128000
1902.416667	-0.329300	0.165000
1902.500000	-0.319700	0.157000
1902.583333	-0.303900	0.169000
1902.666667	-0.245800	0.129000
1902.750000	-0.321500	0.172000
1902.833333	-0.367200	0.135000
1902.916667	-0.369400	0.158000
